-- Found ament_cmake: 1.3.14 (/opt/ros/humble/share/ament_cmake/cmake)
-- Override CMake install command with custom implementation using symlinks instead of copying resources
-- Found ament_lint_auto: 0.12.15 (/opt/ros/humble/share/ament_lint_auto/cmake)
-- Added test 'lint_cmake' to check CMake code style
-- Added test 'xmllint' to check XML markup files
-- Configuring done
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/FoodCourtBarricade/thumbnails/5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_diffuse.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_diffuse_old.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/materials/textures/post_office_spec.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/meshes/post_office.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital/thumbnails/5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_1/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_1/materials/textures/qr_code_h1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_1/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_1/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_2/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_2/materials/textures/qr_code_h2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_2/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_2/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_3/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_3/materials/textures/qr_code_h3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_3/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Hospital_sign_board_3/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Parking_Lot/meshes/Parking_Lot.mtl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Parking_Lot/meshes/Parking_Lot.obj
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Parking_Lot/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Parking_Lot/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_1/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_1/materials/textures/qr_code_p1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_1/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_1/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_2/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_2/materials/textures/qr_code_p2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_2/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_2/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/materials/textures/qr_code_p3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Patient_sign_board_3/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/caster_fp.glsl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/caster_vp.glsl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/scripts/pine_tree.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/textures/bark_diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/materials/textures/branch_2_diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/meshes/pine_tree.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Pine_Tree/thumbnails/5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/LICENSE
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/meshes/track.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/Raceway_1/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/meshes/PatientF.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/meshes/TrolleyBedPatient.mtl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/meshes/TrolleyBedPatient.obj
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/meshes/TrolleyBed_Diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/thumbnails/1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/thumbnails/2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/thumbnails/3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/thumbnails/4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/TrolleyBedPatient/thumbnails/5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/apartment/materials/textures/apartment_diffuse.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/apartment/materials/textures/apartment_spec.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/apartment/meshes/apartment.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/apartment/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/apartment/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/scripts/barricade.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/textures/barricade.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/materials/textures/blue.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/barricade/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/car_blue/materials/textures/hatchback.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/car_blue/meshes/hatchback.mtl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/car_blue/meshes/hatchback.obj
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/car_blue/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/car_blue/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/materials/scripts/fast_food.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/materials/textures/FastFood_Diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/materials/textures/FastFood_Normal.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/materials/textures/FastFood_Spec.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/meshes/fast_food.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/model-1_3.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/model-1_4.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fast_food/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials/textures/fire_hydrant_diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/materials/textures/fire_hydrant_spec.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/meshes/fire_hydrant.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model-1_4.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/fire_hydrant/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/materials/scripts/gas_station.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/materials/textures/GasStation_Diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/materials/textures/GasStation_Normal.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/materials/textures/GasStation_Spec.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/meshes/gas_station.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/model-1_3.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/model-1_4.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/gas_station/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/materials/textures/hatchback_red.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/meshes/hatchback_red.mtl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/meshes/hatchback_red.obj
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/thumbnails/1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/thumbnails/2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/thumbnails/3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/thumbnails/4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/hatchback_red/thumbnails/5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/materials/textures/Lamp_Post_Diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/materials/textures/Lamp_Post_Emissive.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/materials/textures/Lamp_Post_Spec.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/meshes/lamp_post.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/model-1_3.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/model-1_4.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/lamp_post/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/nxp_logo/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/nxp_logo/materials/textures/nxp_logo.PNG
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/nxp_logo/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/nxp_logo/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/materials/scripts/caster_fp.glsl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/materials/scripts/caster_vp.glsl
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/materials/scripts/oak_tree.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/materials/textures/bark_diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/materials/textures/branch_diffuse.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/meshes/oak_tree.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/oak_tree_mini/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials/textures/postbox_diffuse.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/materials/textures/postbox_spec.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/meshes/postbox.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/postbox/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_1/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_1/materials/textures/sb_back_1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_1/materials/textures/sb_front_1.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_1/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_1/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/textures/sb_back_10.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/materials/textures/sb_front_10.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_10/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_2/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_2/materials/textures/sb_back_2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_2/materials/textures/sb_front_2.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_2/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_2/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/textures/sb_back_3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/materials/textures/sb_front_3.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_3/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_4/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_4/materials/textures/sb_back_4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_4/materials/textures/sb_front_4.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_4/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_4/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/textures/sb_back_5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/materials/textures/sb_front_5.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_5/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/textures/sb_back_6.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/materials/textures/sb_front_6.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_6/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_7/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_7/materials/textures/sb_back_7.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_7/materials/textures/sb_front_7.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_7/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_7/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_8/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_8/materials/textures/sb_back_8.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_8/materials/textures/sb_front_8.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_8/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_8/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_9/materials/scripts/finish_line.material
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_9/materials/textures/sb_back_9.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_9/materials/textures/sb_front_9.png
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_9/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/sign_board_9/model.sdf
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/some_office/materials/textures/osrf_first_office_diffuse.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/some_office/materials/textures/osrf_first_office_spec.jpg
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/some_office/meshes/osrf_first_office.dae
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/some_office/model.config
-- Symlinking: /home/tharun/cognipilot/cranium/install/dream_world/share/dream_world/models/some_office/model.sdf
